Data Source,Data Value Alt,Data Value Type,Data Value Unit,"Cases per 100,000 People",F1,High Confidence Limit,Location Abbr,State,Low Confidence Limit,Number of Records,Heart Disease Stratification,Response,Gender,Stratification2,Stratification3,Topic,Year End,Year Start
NVSS,80.9,Age-adjusted Rate,"cases per 100,000",80.9,295903,82.8,NY,New York,79.1,1,Mortality from Heart Failure,,Male,,,Cardiovascular Disease,2014,2014
NVSS,112.9,Age-adjusted Rate,"cases per 100,000",112.9,295911,115.7,OH,Ohio,110.1,1,Mortality from Heart Failure,,Male,,,Cardiovascular Disease,2014,2014
NVSS,141.1,Age-adjusted Rate,"cases per 100,000",141.1,295919,146.7,OK,Oklahoma,135.5,1,Mortality from Heart Failure,,Male,,,Cardiovascular Disease,2014,2014
NVSS,129.3,Age-adjusted Rate,"cases per 100,000",129.3,295927,134.3,OR,Oregon,124.2,1,Mortality from Heart Failure,,Male,,,Cardiovascular Disease,2014,2014
NVSS,105.4,Age-adjusted Rate,"cases per 100,000",105.4,295935,107.8,PA,Pennsylvania,102.9,1,Mortality from Heart Failure,,Male,,,Cardiovascular Disease,2014,2014
NVSS,114.1,Age-adjusted Rate,"cases per 100,000",114.1,295943,123.2,RI,Rhode Island,105,1,Mortality from Heart Failure,,Male,,,Cardiovascular Disease,2014,2014
NVSS,124.4,Age-adjusted Rate,"cases per 100,000",124.4,295951,129.2,SC,South Carolina,119.6,1,Mortality from Heart Failure,,Male,,,Cardiovascular Disease,2014,2014
NVSS,110.3,Age-adjusted Rate,"cases per 100,000",110.3,295959,120.1,SD,South Dakota,100.5,1,Mortality from Heart Failure,,Male,,,Cardiovascular Disease,2014,2014
NVSS,112.7,Age-adjusted Rate,"cases per 100,000",112.7,295967,116.7,TN,Tennessee,108.8,1,Mortality from Heart Failure,,Male,,,Cardiovascular Disease,2014,2014
NVSS,111.6,Age-adjusted Rate,"cases per 100,000",111.6,295975,113.8,TX,Texas,109.5,1,Mortality from Heart Failure,,Male,,,Cardiovascular Disease,2014,2014
NVSS,115.7,Age-adjusted Rate,"cases per 100,000",115.7,295984,122.6,UT,Utah,108.8,1,Mortality from Heart Failure,,Male,,,Cardiovascular Disease,2014,2014
NVSS,92.7,Age-adjusted Rate,"cases per 100,000",92.7,295992,96,VA,Virginia,89.5,1,Mortality from Heart Failure,,Male,,,Cardiovascular Disease,2014,2014
NVSS,101.5,Age-adjusted Rate,"cases per 100,000",101.5,296000,112.6,VT,Vermont,90.3,1,Mortality from Heart Failure,,Male,,,Cardiovascular Disease,2014,2014
NVSS,113.5,Age-adjusted Rate,"cases per 100,000",113.5,296008,117.3,WA,Washington,109.7,1,Mortality from Heart Failure,,Male,,,Cardiovascular Disease,2014,2014
NVSS,104.8,Age-adjusted Rate,"cases per 100,000",104.8,296016,108.6,WI,Wisconsin,101.1,1,Mortality from Heart Failure,,Male,,,Cardiovascular Disease,2014,2014
NVSS,125.4,Age-adjusted Rate,"cases per 100,000",125.4,296024,132.5,WV,West Virginia,118.4,1,Mortality from Heart Failure,,Male,,,Cardiovascular Disease,2014,2014
NVSS,102.2,Age-adjusted Rate,"cases per 100,000",102.2,296032,114.4,WY,Wyoming,89.9,1,Mortality from Heart Failure,,Male,,,Cardiovascular Disease,2014,2014
NVSS,230.7,Age-adjusted Rate,"cases per 100,000",230.7,287965,237.6,CT,Connecticut,223.7,1,Mortality from Total Cardiovascular Diseases,,Male,,,Cardiovascular Disease,2014,2014
NVSS,243.3,Age-adjusted Rate,"cases per 100,000",243.3,288490,246,FL,Florida,240.5,1,Mortality from Total Cardiovascular Diseases,,Male,,,Cardiovascular Disease,2014,2014
NVSS,257.1,Age-adjusted Rate,"cases per 100,000",257.1,288899,264.8,IA,Iowa,249.3,1,Mortality from Total Cardiovascular Diseases,,Male,,,Cardiovascular Disease,2014,2014
NVSS,295,Age-adjusted Rate,"cases per 100,000",295,290417,301.2,IN,Indiana,288.8,1,Mortality from Total Cardiovascular Diseases,,Male,,,Cardiovascular Disease,2014,2014
NVSS,244,Age-adjusted Rate,"cases per 100,000",244,290954,265.5,AK,Alaska,222.5,1,Mortality from Total Cardiovascular Diseases,,Male,,,Cardiovascular Disease,2014,2014
NVSS,218.7,Age-adjusted Rate,"cases per 100,000",218.7,291835,223.7,AZ,Arizona,213.8,1,Mortality from Total Cardiovascular Diseases,,Male,,,Cardiovascular Disease,2014,2014
NVSS,353,Age-adjusted Rate,"cases per 100,000",353,292028,360.9,AL,Alabama,345.1,1,Mortality from Total Cardiovascular Diseases,,Male,,,Cardiovascular Disease,2014,2014
NVSS,337.2,Age-adjusted Rate,"cases per 100,000",337.2,292036,346.6,AR,Arkansas,327.7,1,Mortality from Total Cardiovascular Diseases,,Male,,,Cardiovascular Disease,2014,2014
NVSS,234.8,Age-adjusted Rate,"cases per 100,000",234.8,292048,237.1,CA,California,232.5,1,Mortality from Total Cardiovascular Diseases,,Male,,,Cardiovascular Disease,2014,2014
NVSS,211.3,Age-adjusted Rate,"cases per 100,000",211.3,292056,217.5,CO,Colorado,205.1,1,Mortality from Total Cardiovascular Diseases,,Male,,,Cardiovascular Disease,2014,2014
NVSS,317.2,Age-adjusted Rate,"cases per 100,000",317.2,292068,339.6,DC,District of Columbia,294.8,1,Mortality from Total Cardiovascular Diseases,,Male,,,Cardiovascular Disease,2014,2014
NVSS,265,Age-adjusted Rate,"cases per 100,000",265,292076,279.9,DE,Delaware,250.2,1,Mortality from Total Cardiovascular Diseases,,Male,,,Cardiovascular Disease,2014,2014
NVSS,290.2,Age-adjusted Rate,"cases per 100,000",290.2,292088,295.8,GA,Georgia,284.7,1,Mortality from Total Cardiovascular Diseases,,Male,,,Cardiovascular Disease,2014,2014
NVSS,233,Age-adjusted Rate,"cases per 100,000",233,292096,243.9,HI,Hawaii,222.1,1,Mortality from Total Cardiovascular Diseases,,Male,,,Cardiovascular Disease,2014,2014
NVSS,243.8,Age-adjusted Rate,"cases per 100,000",243.8,292108,255,ID,Idaho,232.5,1,Mortality from Total Cardiovascular Diseases,,Male,,,Cardiovascular Disease,2014,2014
NVSS,272,Age-adjusted Rate,"cases per 100,000",272,292116,276.3,IL,Illinois,267.8,1,Mortality from Total Cardiovascular Diseases,,Male,,,Cardiovascular Disease,2014,2014
NVSS,269.5,Age-adjusted Rate,"cases per 100,000",269.5,292128,278.1,KS,Kansas,260.9,1,Mortality from Total Cardiovascular Diseases,,Male,,,Cardiovascular Disease,2014,2014
NVSS,317.8,Age-adjusted Rate,"cases per 100,000",317.8,292136,325.6,KY,Kentucky,309.9,1,Mortality from Total Cardiovascular Diseases,,Male,,,Cardiovascular Disease,2014,2014
NVSS,340,Age-adjusted Rate,"cases per 100,000",340,292144,348.1,LA,Louisiana,331.9,1,Mortality from Total Cardiovascular Diseases,,Male,,,Cardiovascular Disease,2014,2014
NVSS,220.9,Age-adjusted Rate,"cases per 100,000",220.9,292152,226,MA,Massachusetts,215.8,1,Mortality from Total Cardiovascular Diseases,,Male,,,Cardiovascular Disease,2014,2014
NVSS,270.4,Age-adjusted Rate,"cases per 100,000",270.4,292160,276.8,MD,Maryland,264.1,1,Mortality from Total Cardiovascular Diseases,,Male,,,Cardiovascular Disease,2014,2014
NVSS,235,Age-adjusted Rate,"cases per 100,000",235,292168,245.9,ME,Maine,224,1,Mortality from Total Cardiovascular Diseases,,Male,,,Cardiovascular Disease,2014,2014
NVSS,308.3,Age-adjusted Rate,"cases per 100,000",308.3,292176,313.3,MI,Michigan,303.4,1,Mortality from Total Cardiovascular Diseases,,Male,,,Cardiovascular Disease,2014,2014
NVSS,201.2,Age-adjusted Rate,"cases per 100,000",201.2,292184,206.6,MN,Minnesota,195.7,1,Mortality from Total Cardiovascular Diseases,,Male,,,Cardiovascular Disease,2014,2014
NVSS,301.6,Age-adjusted Rate,"cases per 100,000",301.6,292192,307.9,MO,Missouri,295.4,1,Mortality from Total Cardiovascular Diseases,,Male,,,Cardiovascular Disease,2014,2014
NVSS,365.2,Age-adjusted Rate,"cases per 100,000",365.2,292200,375.6,MS,Mississippi,354.8,1,Mortality from Total Cardiovascular Diseases,,Male,,,Cardiovascular Disease,2014,2014
NVSS,230.1,Age-adjusted Rate,"cases per 100,000",230.1,292209,242.6,MT,Montana,217.6,1,Mortality from Total Cardiovascular Diseases,,Male,,,Cardiovascular Disease,2014,2014
NVSS,268.5,Age-adjusted Rate,"cases per 100,000",268.5,292217,273.4,NC,North Carolina,263.6,1,Mortality from Total Cardiovascular Diseases,,Male,,,Cardiovascular Disease,2014,2014
NVSS,244.1,Age-adjusted Rate,"cases per 100,000",244.1,292225,260,ND,North Dakota,228.1,1,Mortality from Total Cardiovascular Diseases,,Male,,,Cardiovascular Disease,2014,2014
NVSS,245,Age-adjusted Rate,"cases per 100,000",245,292233,255.1,NE,Nebraska,234.9,1,Mortality from Total Cardiovascular Diseases,,Male,,,Cardiovascular Disease,2014,2014
NVSS,230.5,Age-adjusted Rate,"cases per 100,000",230.5,292241,242.1,NH,New Hampshire,218.9,1,Mortality from Total Cardiovascular Diseases,,Male,,,Cardiovascular Disease,2014,2014
NVSS,255.8,Age-adjusted Rate,"cases per 100,000",255.8,292249,260.6,NJ,New Jersey,251,1,Mortality from Total Cardiovascular Diseases,,Male,,,Cardiovascular Disease,2014,2014
NVSS,233.4,Age-adjusted Rate,"cases per 100,000",233.4,292257,242.9,NM,New Mexico,224,1,Mortality from Total Cardiovascular Diseases,,Male,,,Cardiovascular Disease,2014,2014
NVSS,298.7,Age-adjusted Rate,"cases per 100,000",298.7,292265,308.2,NV,Nevada,289.2,1,Mortality from Total Cardiovascular Diseases,,Male,,,Cardiovascular Disease,2014,2014
NVSS,266.6,Age-adjusted Rate,"cases per 100,000",266.6,292273,269.9,NY,New York,263.3,1,Mortality from Total Cardiovascular Diseases,,Male,,,Cardiovascular Disease,2014,2014
NVSS,298.2,Age-adjusted Rate,"cases per 100,000",298.2,292281,302.7,OH,Ohio,293.7,1,Mortality from Total Cardiovascular Diseases,,Male,,,Cardiovascular Disease,2014,2014
NVSS,339.7,Age-adjusted Rate,"cases per 100,000",339.7,292289,348.3,OK,Oklahoma,331.2,1,Mortality from Total Cardiovascular Diseases,,Male,,,Cardiovascular Disease,2014,2014
NVSS,228.2,Age-adjusted Rate,"cases per 100,000",228.2,292297,234.8,OR,Oregon,221.6,1,Mortality from Total Cardiovascular Diseases,,Male,,,Cardiovascular Disease,2014,2014
NVSS,276.4,Age-adjusted Rate,"cases per 100,000",276.4,292305,280.3,PA,Pennsylvania,272.5,1,Mortality from Total Cardiovascular Diseases,,Male,,,Cardiovascular Disease,2014,2014
NVSS,259.9,Age-adjusted Rate,"cases per 100,000",259.9,292313,273.5,RI,Rhode Island,246.3,1,Mortality from Total Cardiovascular Diseases,,Male,,,Cardiovascular Disease,2014,2014
NVSS,295.2,Age-adjusted Rate,"cases per 100,000",295.2,292321,302.4,SC,South Carolina,287.9,1,Mortality from Total Cardiovascular Diseases,,Male,,,Cardiovascular Disease,2014,2014
NVSS,262.9,Age-adjusted Rate,"cases per 100,000",262.9,292329,278,SD,South Dakota,247.9,1,Mortality from Total Cardiovascular Diseases,,Male,,,Cardiovascular Disease,2014,2014
NVSS,323.7,Age-adjusted Rate,"cases per 100,000",323.7,292337,330.2,TN,Tennessee,317.2,1,Mortality from Total Cardiovascular Diseases,,Male,,,Cardiovascular Disease,2014,2014
NVSS,273.4,Age-adjusted Rate,"cases per 100,000",273.4,292345,276.6,TX,Texas,270.1,1,Mortality from Total Cardiovascular Diseases,,Male,,,Cardiovascular Disease,2014,2014
NVSS,224.9,Age-adjusted Rate,"cases per 100,000",224.9,292354,234.3,UT,Utah,215.5,1,Mortality from Total Cardiovascular Diseases,,Male,,,Cardiovascular Disease,2014,2014
NVSS,251.2,Age-adjusted Rate,"cases per 100,000",251.2,292362,256.5,VA,Virginia,246,1,Mortality from Total Cardiovascular Diseases,,Male,,,Cardiovascular Disease,2014,2014
NVSS,239,Age-adjusted Rate,"cases per 100,000",239,292370,255.7,VT,Vermont,222.3,1,Mortality from Total Cardiovascular Diseases,,Male,,,Cardiovascular Disease,2014,2014
NVSS,231.1,Age-adjusted Rate,"cases per 100,000",231.1,292378,236.4,WA,Washington,225.9,1,Mortality from Total Cardiovascular Diseases,,Male,,,Cardiovascular Disease,2014,2014
NVSS,247.9,Age-adjusted Rate,"cases per 100,000",247.9,292386,253.6,WI,Wisconsin,242.1,1,Mortality from Total Cardiovascular Diseases,,Male,,,Cardiovascular Disease,2014,2014
NVSS,308.9,Age-adjusted Rate,"cases per 100,000",308.9,292394,319.9,WV,West Virginia,298,1,Mortality from Total Cardiovascular Diseases,,Male,,,Cardiovascular Disease,2014,2014
NVSS,238.8,Age-adjusted Rate,"cases per 100,000",238.8,292402,257.1,WY,Wyoming,220.5,1,Mortality from Total Cardiovascular Diseases,,Male,,,Cardiovascular Disease,2014,2014
NVSS,109,Age-adjusted Rate,"cases per 100,000",109,293181,121.9,AK,Alaska,96,1,Mortality from Diseases of the Heart,,Female,,,Cardiovascular Disease,2014,2014
NVSS,182.5,Age-adjusted Rate,"cases per 100,000",182.5,293189,187.2,AL,Alabama,177.8,1,Mortality from Diseases of the Heart,,Female,,,Cardiovascular Disease,2014,2014
NVSS,169.8,Age-adjusted Rate,"cases per 100,000",169.8,293197,175.6,AR,Arkansas,164,1,Mortality from Diseases of the Heart,,Female,,,Cardiovascular Disease,2014,2014
NVSS,106.2,Age-adjusted Rate,"cases per 100,000",106.2,293205,109.3,AZ,Arizona,103.1,1,Mortality from Diseases of the Heart,,Female,,,Cardiovascular Disease,2014,2014
NVSS,111,Age-adjusted Rate,"cases per 100,000",111,293213,112.4,CA,California,109.7,1,Mortality from Diseases of the Heart,,Female,,,Cardiovascular Disease,2014,2014
NVSS,102.5,Age-adjusted Rate,"cases per 100,000",102.5,293221,106.1,CO,Colorado,98.9,1,Mortality from Diseases of the Heart,,Female,,,Cardiovascular Disease,2014,2014
NVSS,115.3,Age-adjusted Rate,"cases per 100,000",115.3,293229,119.3,CT,Connecticut,111.3,1,Mortality from Diseases of the Heart,,Female,,,Cardiovascular Disease,2014,2014
NVSS,166.8,Age-adjusted Rate,"cases per 100,000",166.8,293237,180.1,DC,District of Columbia,153.6,1,Mortality from Diseases of the Heart,,Female,,,Cardiovascular Disease,2014,2014
NVSS,135.7,Age-adjusted Rate,"cases per 100,000",135.7,293245,144.7,DE,Delaware,126.7,1,Mortality from Diseases of the Heart,,Female,,,Cardiovascular Disease,2014,2014
NVSS,116.9,Age-adjusted Rate,"cases per 100,000",116.9,293253,118.5,FL,Florida,115.2,1,Mortality from Diseases of the Heart,,Female,,,Cardiovascular Disease,2014,2014
NVSS,143.7,Age-adjusted Rate,"cases per 100,000",143.7,293261,146.9,GA,Georgia,140.5,1,Mortality from Diseases of the Heart,,Female,,,Cardiovascular Disease,2014,2014
NVSS,96.4,Age-adjusted Rate,"cases per 100,000",96.4,293269,102.3,HI,Hawaii,90.4,1,Mortality from Diseases of the Heart,,Female,,,Cardiovascular Disease,2014,2014
NVSS,123,Age-adjusted Rate,"cases per 100,000",123,293277,127.4,IA,Iowa,118.5,1,Mortality from Diseases of the Heart,,Female,,,Cardiovascular Disease,2014,2014
NVSS,121.4,Age-adjusted Rate,"cases per 100,000",121.4,293285,128.4,ID,Idaho,114.5,1,Mortality from Diseases of the Heart,,Female,,,Cardiovascular Disease,2014,2014
NVSS,133.5,Age-adjusted Rate,"cases per 100,000",133.5,293293,136,IL,Illinois,131,1,Mortality from Diseases of the Heart,,Female,,,Cardiovascular Disease,2014,2014
NVSS,144.7,Age-adjusted Rate,"cases per 100,000",144.7,293301,148.3,IN,Indiana,141.1,1,Mortality from Diseases of the Heart,,Female,,,Cardiovascular Disease,2014,2014
NVSS,121.2,Age-adjusted Rate,"cases per 100,000",121.2,293309,126,KS,Kansas,116.3,1,Mortality from Diseases of the Heart,,Female,,,Cardiovascular Disease,2014,2014
NVSS,156.7,Age-adjusted Rate,"cases per 100,000",156.7,293317,161.3,KY,Kentucky,152.1,1,Mortality from Diseases of the Heart,,Female,,,Cardiovascular Disease,2014,2014
NVSS,171.6,Age-adjusted Rate,"cases per 100,000",171.6,293325,176.4,LA,Louisiana,166.7,1,Mortality from Diseases of the Heart,,Female,,,Cardiovascular Disease,2014,2014
NVSS,106.3,Age-adjusted Rate,"cases per 100,000",106.3,293333,109.2,MA,Massachusetts,103.5,1,Mortality from Diseases of the Heart,,Female,,,Cardiovascular Disease,2014,2014
NVSS,131.4,Age-adjusted Rate,"cases per 100,000",131.4,293342,135,MD,Maryland,127.7,1,Mortality from Diseases of the Heart,,Female,,,Cardiovascular Disease,2014,2014
NVSS,118.1,Age-adjusted Rate,"cases per 100,000",118.1,293350,124.6,ME,Maine,111.7,1,Mortality from Diseases of the Heart,,Female,,,Cardiovascular Disease,2014,2014
NVSS,161,Age-adjusted Rate,"cases per 100,000",161,293358,164,MI,Michigan,158,1,Mortality from Diseases of the Heart,,Female,,,Cardiovascular Disease,2014,2014
NVSS,88.3,Age-adjusted Rate,"cases per 100,000",88.3,293365,91.3,MN,Minnesota,85.3,1,Mortality from Diseases of the Heart,,Female,,,Cardiovascular Disease,2014,2014
NVSS,154.5,Age-adjusted Rate,"cases per 100,000",154.5,293373,158.3,MO,Missouri,150.7,1,Mortality from Diseases of the Heart,,Female,,,Cardiovascular Disease,2014,2014
NVSS,184.5,Age-adjusted Rate,"cases per 100,000",184.5,293381,190.7,MS,Mississippi,178.4,1,Mortality from Diseases of the Heart,,Female,,,Cardiovascular Disease,2014,2014
NVSS,116.2,Age-adjusted Rate,"cases per 100,000",116.2,293389,124,MT,Montana,108.4,1,Mortality from Diseases of the Heart,,Female,,,Cardiovascular Disease,2014,2014
NVSS,123.3,Age-adjusted Rate,"cases per 100,000",123.3,293397,126,NC,North Carolina,120.5,1,Mortality from Diseases of the Heart,,Female,,,Cardiovascular Disease,2014,2014
NVSS,115.7,Age-adjusted Rate,"cases per 100,000",115.7,293405,124.9,ND,North Dakota,106.5,1,Mortality from Diseases of the Heart,,Female,,,Cardiovascular Disease,2014,2014
NVSS,108.5,Age-adjusted Rate,"cases per 100,000",108.5,293413,114.2,NE,Nebraska,102.9,1,Mortality from Diseases of the Heart,,Female,,,Cardiovascular Disease,2014,2014
NVSS,119.5,Age-adjusted Rate,"cases per 100,000",119.5,293421,126.5,NH,New Hampshire,112.6,1,Mortality from Diseases of the Heart,,Female,,,Cardiovascular Disease,2014,2014
NVSS,134.1,Age-adjusted Rate,"cases per 100,000",134.1,293429,136.9,NJ,New Jersey,131.3,1,Mortality from Diseases of the Heart,,Female,,,Cardiovascular Disease,2014,2014
NVSS,109.9,Age-adjusted Rate,"cases per 100,000",109.9,293437,115.5,NM,New Mexico,104.3,1,Mortality from Diseases of the Heart,,Female,,,Cardiovascular Disease,2014,2014
NVSS,148.1,Age-adjusted Rate,"cases per 100,000",148.1,293445,154.2,NV,Nevada,141.9,1,Mortality from Diseases of the Heart,,Female,,,Cardiovascular Disease,2014,2014
NVSS,145.2,Age-adjusted Rate,"cases per 100,000",145.2,293453,147.2,NY,New York,143.2,1,Mortality from Diseases of the Heart,,Female,,,Cardiovascular Disease,2014,2014
NVSS,146.9,Age-adjusted Rate,"cases per 100,000",146.9,293461,149.5,OH,Ohio,144.3,1,Mortality from Diseases of the Heart,,Female,,,Cardiovascular Disease,2014,2014
NVSS,184.4,Age-adjusted Rate,"cases per 100,000",184.4,293469,189.8,OK,Oklahoma,179,1,Mortality from Diseases of the Heart,,Female,,,Cardiovascular Disease,2014,2014
NVSS,102.1,Age-adjusted Rate,"cases per 100,000",102.1,293477,105.9,OR,Oregon,98.4,1,Mortality from Diseases of the Heart,,Female,,,Cardiovascular Disease,2014,2014
NVSS,139.1,Age-adjusted Rate,"cases per 100,000",139.1,293485,141.4,PA,Pennsylvania,136.8,1,Mortality from Diseases of the Heart,,Female,,,Cardiovascular Disease,2014,2014
NVSS,122.1,Age-adjusted Rate,"cases per 100,000",122.1,293493,129.6,RI,Rhode Island,114.6,1,Mortality from Diseases of the Heart,,Female,,,Cardiovascular Disease,2014,2014
NVSS,140.5,Age-adjusted Rate,"cases per 100,000",140.5,293501,144.7,SC,South Carolina,136.3,1,Mortality from Diseases of the Heart,,Female,,,Cardiovascular Disease,2014,2014
NVSS,111.9,Age-adjusted Rate,"cases per 100,000",111.9,293510,120.2,SD,South Dakota,103.5,1,Mortality from Diseases of the Heart,,Female,,,Cardiovascular Disease,2014,2014
NVSS,164.7,Age-adjusted Rate,"cases per 100,000",164.7,293518,168.6,TN,Tennessee,160.8,1,Mortality from Diseases of the Heart,,Female,,,Cardiovascular Disease,2014,2014
NVSS,134.4,Age-adjusted Rate,"cases per 100,000",134.4,293526,136.3,TX,Texas,132.4,1,Mortality from Diseases of the Heart,,Female,,,Cardiovascular Disease,2014,2014
NVSS,128.7,Age-adjusted Rate,"cases per 100,000",128.7,293536,135,UT,Utah,122.4,1,Mortality from Diseases of the Heart,,Female,,,Cardiovascular Disease,2014,2014
NVSS,124.3,Age-adjusted Rate,"cases per 100,000",124.3,293544,127.4,VA,Virginia,121.3,1,Mortality from Diseases of the Heart,,Female,,,Cardiovascular Disease,2014,2014
NVSS,129.5,Age-adjusted Rate,"cases per 100,000",129.5,293552,139.7,VT,Vermont,119.2,1,Mortality from Diseases of the Heart,,Female,,,Cardiovascular Disease,2014,2014
NVSS,103.2,Age-adjusted Rate,"cases per 100,000",103.2,293560,106.2,WA,Washington,100.2,1,Mortality from Diseases of the Heart,,Female,,,Cardiovascular Disease,2014,2014
NVSS,121.5,Age-adjusted Rate,"cases per 100,000",121.5,293568,124.8,WI,Wisconsin,118.1,1,Mortality from Diseases of the Heart,,Female,,,Cardiovascular Disease,2014,2014
NVSS,152.3,Age-adjusted Rate,"cases per 100,000",152.3,293577,158.9,WV,West Virginia,145.8,1,Mortality from Diseases of the Heart,,Female,,,Cardiovascular Disease,2014,2014
NVSS,126.9,Age-adjusted Rate,"cases per 100,000",126.9,293585,138.9,WY,Wyoming,115,1,Mortality from Diseases of the Heart,,Female,,,Cardiovascular Disease,2014,2014
NVSS,50.4,Age-adjusted Rate,"cases per 100,000",50.4,294403,59.2,AK,Alaska,41.5,1,Mortality from Coronary Heart Disease,,Female,,,Cardiovascular Disease,2014,2014
NVSS,66.9,Age-adjusted Rate,"cases per 100,000",66.9,294411,69.7,AL,Alabama,64.1,1,Mortality from Coronary Heart Disease,,Female,,,Cardiovascular Disease,2014,2014
NVSS,93,Age-adjusted Rate,"cases per 100,000",93,294419,97.3,AR,Arkansas,88.7,1,Mortality from Coronary Heart Disease,,Female,,,Cardiovascular Disease,2014,2014
NVSS,64.4,Age-adjusted Rate,"cases per 100,000",64.4,294427,66.8,AZ,Arizona,62,1,Mortality from Coronary Heart Disease,,Female,,,Cardiovascular Disease,2014,2014
NVSS,66.1,Age-adjusted Rate,"cases per 100,000",66.1,294435,67.1,CA,California,65,1,Mortality from Coronary Heart Disease,,Female,,,Cardiovascular Disease,2014,2014
NVSS,48.5,Age-adjusted Rate,"cases per 100,000",48.5,294443,51,CO,Colorado,45.9,1,Mortality from Coronary Heart Disease,,Female,,,Cardiovascular Disease,2014,2014
NVSS,54.7,Age-adjusted Rate,"cases per 100,000",54.7,294451,57.5,CT,Connecticut,52,1,Mortality from Coronary Heart Disease,,Female,,,Cardiovascular Disease,2014,2014
NVSS,97.5,Age-adjusted Rate,"cases per 100,000",97.5,294459,107.6,DC,District of Columbia,87.4,1,Mortality from Coronary Heart Disease,,Female,,,Cardiovascular Disease,2014,2014
NVSS,82.6,Age-adjusted Rate,"cases per 100,000",82.6,294468,89.6,DE,Delaware,75.7,1,Mortality from Coronary Heart Disease,,Female,,,Cardiovascular Disease,2014,2014
NVSS,70.8,Age-adjusted Rate,"cases per 100,000",70.8,294476,72.1,FL,Florida,69.5,1,Mortality from Coronary Heart Disease,,Female,,,Cardiovascular Disease,2014,2014
NVSS,56.3,Age-adjusted Rate,"cases per 100,000",56.3,294485,58.3,GA,Georgia,54.3,1,Mortality from Coronary Heart Disease,,Female,,,Cardiovascular Disease,2014,2014
NVSS,41.1,Age-adjusted Rate,"cases per 100,000",41.1,294493,45,HI,Hawaii,37.2,1,Mortality from Coronary Heart Disease,,Female,,,Cardiovascular Disease,2014,2014
NVSS,75.8,Age-adjusted Rate,"cases per 100,000",75.8,294501,79.3,IA,Iowa,72.3,1,Mortality from Coronary Heart Disease,,Female,,,Cardiovascular Disease,2014,2014
NVSS,53.8,Age-adjusted Rate,"cases per 100,000",53.8,294508,58.4,ID,Idaho,49.2,1,Mortality from Coronary Heart Disease,,Female,,,Cardiovascular Disease,2014,2014
NVSS,68.3,Age-adjusted Rate,"cases per 100,000",68.3,294516,70,IL,Illinois,66.5,1,Mortality from Coronary Heart Disease,,Female,,,Cardiovascular Disease,2014,2014
NVSS,74.9,Age-adjusted Rate,"cases per 100,000",74.9,294524,77.5,IN,Indiana,72.3,1,Mortality from Coronary Heart Disease,,Female,,,Cardiovascular Disease,2014,2014
